IT Director,2c1011da84266e09,"Purpose of Position For assigned projects, the Senior Associate, Project Operations serves as part of the corporate management team. This team is responsible under the leadership of Project Director and the management of the Director, Project Operations for the management and delivery of projects. The specific purpose of the position is to manage and support implementation of effective and efficient operational, financial and compliance activities to deliver projects in accordance with contractual obligations, company policies, Group Standard Operating Procedures (SOPs) and Guidelines, and client rules and regulations. The position periodically contributes to the development of policies, processes and procedures that align with best practices in project management.Primary responsibilities Plan and manage the operational aspects of project start-up and closeout and ensure delivery of required inputs to these processes from corporate services, service providers and stakeholders Serve as the primary liaison between corporate services and the project Support corporate registration in-country and ensure all legal and financial requirements are met and maintained for the entity and project Contribute to the preparation and maintenance of project specific components of the project operations manual In collaboration with corporate services, provide training and guidance to project staff on and ensure compliance with company policies, SOPs and Guidelines and client rules and regulations (covering as required security, occupational health and safety, risk management, planning, human resource management, monitoring, reporting, finance, procurement, logistics, IT, communications, audit support and all other operational matters) Establish project offices and office infrastructure Participate in the development and maintenance of project work plans Support the development and presentation of internal and external reporting (for example: Monthly Management Reports (MMRs), quarterly Internal Project Reviews (IPRs), project risk assessments, annual reviews, and client deliverables) and ensure these outputs are fit for purpose Ensure project issues and risks are logged, monitored, reported on, managed and mitigated, and escalate risks and issues to corporate/project leadership, as required In collaboration with Internal Audit/Systems Review, conduct periodic compliance checks on processes and internal controls Support the monitoring and maintenance of compliance with head/prime contracts Manage and support contract amendments as required Ensure company policies, SOPs and Guidelines for financial management are implemented and are compliant with the client's rules and regulations Establish project levels of delegated authority in accordance with company policy and manage the process for higher-level approvals as required In collaboration with Finance establish the project account codes, ensuring they are fit for purpose and meet client's and project's requirements for cost allocation, monitoring and evaluation, and value for money (VFM) reporting In collaboration with Treasury, support the set-up of project bank accounts with appropriate company and project signatories Manage project financial / cash-flow planning, review and obtain approval for funding requests from the field, and review and obtain approval for monthly Funds Transfer Requests (FTRs) Review cashbooks / field vouchers and ensure supporting documentation is complete Serve as a coordinator for service providers and obtain approval for work orders and invoices Ensure the accuracy of client invoices (including monthly, milestone and performance based invoices) and where required prepare same Manage and obtain approval for contract action requests (for example travel, personnel additions/changes, partner, grant, budget realignment, etc.) Support the planning and coordination of inputs from the company's Security, Risk and Internal Audit/System Review teams Support project human resource planning and recruitment and contracting and coordinate inputs and support from the company's HR and Recruitment teams Serve as a main point of contact with service providers and address contractual matters as required Support development of project subcontractor / grant management procedures Minimum education and experience required A relevant Bachelor's degree (with a Master's degree preferred). A minimum of 5+ years relevant work experience. A minimum of 3+ years project management experience with DFID, DFAT, USAID or other donor client(s). Experience supporting or managing large and complex projects with a high risk profile. 2+ years of people management experience, including setting performance objectives, managing for results, giving and receiving feedback, performance evaluation and mentoring and coaching (preferred) Work experience in a developing country or similar environment. Key competencies and professional expertise required Formal Project Management training and expertise. Financial acumen and the ability to interpret and analyse financial reports. Sound problem solving and decision making skills. Strong management skills with ability to train and develop staff. Willingness to travel and work abroad a minimum of eight weeks per year in developing countries and elsewhere. Ability to work with a low level of supervision and as a part of a team when required."
IT Director,a2568ecb4d52a56a,"African Development Bank Group (AfDB) - Established in 1964, the African Development Bank is the premier pan-African development institution, promoting economic growth and social progress across the continent. There are 80 member states, including 54 in Africa (Regional Member Countries). The Bank’s development agenda is delivering the financial and technical support for transformative projects that will significantly reduce poverty through inclusive and sustainable economic growth.
We are recruiting to fill the position below:
Job Position: Fragility and Resilience Officer, RDTS
Reference: ADB/19/185/2
Job Location: Niamey, Niger
Position N°: 50079242
Grade: LP5
The Complex
Within the Regional Development, Integration and Business Delivery Complex (RDVP), the Bank has five (5) Regional Development, Integration and Business Delivery (RDIBD) Directorates, one in each region of Africa: North, South, East, West, and Central. Each Regional Directorate is headed by a Director General (DG) and is staffed with the relevant sectoral functions and administrative capabilities for rapid delivery of services to client countries.
The Regional Directorates provide overall strategic direction to country offices within the regions and are responsible for the Bank’s operations, business development, project management and overall effective delivery of the Bank’s High 5s of ‘Light up and Power Africa,’ ‘Feed Africa,’ ‘Industrialize Africa,’ ‘Integrate Africa,’ ‘Improve the Quality of Life for the People of Africa.

The Hiring Department
The Transition States Coordination Office (RDTS) is responsible for leading and implementing African Development Bank Group (the Bank) Strategy for Addressing Fragility and Building Resilience in its Regional Member Countries. It coordinates the Bank’s work on addressing fragility and building resilience, including activities of all fragility and resilience professionals stationed in the various Regional Hubs or Country Offices. Over the past decade, Africa has seen enormous growth and transformation that has expanded opportunities and improved living conditions for millions of people. More than two-thirds of African countries have strengthened their quality of governance, improved basic services, and expanded economic opportunities. Yet, there are significant risks that this momentum could be undermined by important pressures—continuing patterns of exclusion and poverty, unemployment, high migration, rapid urbanization, climate change and poor management of natural resources—that threaten to overwhelm existing institutional capacities for managing political, economic, social and environmental challenges. These pressures are making every single African country more vulnerable. RDTS aims to place the Bank at the center of Africa’s efforts to address fragility and pave the way for a more resilient and inclusive development trajectory. A major part of RDTS’ activities involves the identification of the main drivers of fragility, including economic, social, political and environmental dimensions, and how the Bank’s programs and projects can contribute to equity and inclusive development. Central to RDTS engagement is the systematic application of a fragility lens to identify, respond to and prevent fragility and to build resilience and focus the Bank’s engagement in the areas where it can have the biggest impact.

The Position
Under the supervision of Lead Coordinator/Fragility Expert, the Fragility and Resilience Officer facilitates the work of RDTS Experts in drafting policy documents as well as designing the interventions to enhance client countries resilience and capacity.
The Fragility and Resilience Officer assists RDTS background research and data gathering as inputs into drafting Economic and Sector Works and the development of sustainable project interventions in Transition Countries.
This includes assisting with origination, appraisal and approval of projects.
It also includes promoting and showcasing the Bank’s development impact achievements in transition countries in Africa, and projecting the Bank’s image as a leader in transition countries, through representation in various fora, publications, and networking with key stakeholders.

Duties and Responsibilities
Under the supervision of the Lead Coordinator/Fragility Expert, the Fragility and Resilience Officer is expected to perform the following duties:
Carry out regular and periodic analytical and research work on drivers of fragility and resilience in and on countries and regions of assignment for internal decision making and programming (e.g. situation briefs, country overviews and fragility assessments) and/or for publication/dissemination within or outside the Bank; Clients/Stakeholders Support the experts in discussions and negotiations with potential partners in order to foster business relationships with the Bank;
Conduct/contribute to fragility assessment of the bank’s projects, programs, policies and strategic documents (e.g. Country Strategy Papers) in countries of assignment or at the request of the Lead Coordinator/Fragility Expert;
Carry out economic policy and strategic analysis work in and on countries of assignment using the fragility lens;
Contribute to the department’s research work related to fragility and dissemination of knowledge products such as discussion/research papers and publications;
Conduct/participate in the advisory work carried out by the Transition States Coordination Office;
Contribute to the development and constant improvement of the Bank’s tools and methodologies for economic growth diagnostic and forecast (trend analysis) using the fragility perspective;
Conduct economic growth diagnostic and trend analysis in countries of assignment applying the fragility lens;
Contribute to the department’s work in arrears clearance, revenues’ management and public goods and services delivery from the fragility perspective;
Contribute to the analyses and support the work of the department in addressing the spillover effect of the fragility in the region;
Actively support the dissemination and implementation of the Bank’s strategy for engagement in fragile situations, including the Transition Support Facility in countries/regions of assignment;
Provide quality enhancement services (as commentator or peer reviewer) to analytical work of the department as well as provide comments and inputs to relevant reports and publications initiated by other units of the Bank;
Build partnerships in countries of assignment, with a view to implement the Bank’s Strategy for Addressing Fragility and Building Resilience;
Attend/represent the Bank in external events (conferences, seminars, workshops) related to fragility;
Attend and contribute to the activities of the Public Finance Working Groups (group of donors providing direct budget support) in countries of assignment;
Perform any other assignments and tasks as requested by the Lead Coordinator/Fragility Expert and/or the Director of RDTS.

Selection Criteria
A minimum of a Master's Degree (or its university equivalent) in Development Economics, Macroeconomics, Public Finance, Public Sector Accounting or Auditing;
Minimum of five (5) years of experience in public policy, economic policy, or government financial management, as well as experience in development policy and operations as well as project management, preferably in a bilateral or multilateral development finance institution, at least three (3) years of which should be focused on developing countries;
Experience in conducting of economic and policy analysis;
Ability to carry out independent research and to manage outsourced research activities;
Sound understanding of public finance issues in developing countries is a plus;
Ability to apply innovative approaches, work independently and apply new methods to solve problems, while remaining efficient in a fast-paced, changing and challenging institutional environment;
Ability to communicate and write effectively in English, with a good working knowledge of French;
Competence in the use of Microsoft standard software (Word, Excel, Access, Power Point, MS Projects); knowledge of SAP desirable.

Note
This position is classified international status and attracts international terms and conditions of employment.
To apply for this position, you need to be national of one of AfDB member countries.
Applicants who fully meet the Bank's requirements and are considered for interview will be contacted.
Only online applications submitted with a comprehensive Curriculum Vitae (CV) and copies of the required degrees will be considered."
Engineering Manager,be47cc10cbb32d9f,"Main Purpose:
The Depot Operator role exists to comply fully with Puma Energy SAPS standards and practices, more specifically to relevant task procedures such as bulk fuel receipt by rail / road and product transfer into or within the depot.
The primary purpose of this job is to receive bulk fuel via road / rail so that product quality is intact & that no product goes to ground. In doing so, the Depot Operator must :

The primary purpose of this job is to receive bulk fuel via road / rail so that product quality is intact & that no product goes to ground. In doing so, the Depot Operator must:

Consistently comply 100% to task procedures.

Be sufficiently assertive and diplomatic when dealing with difficult calling customers.

Maintain concentration and focus, especially during extended periods of product decanting at rail siding / road rack.

Be prepared to work awkward hours i.e. late hours and weekends.
Knowledge Skills and Abilities, Key Responsibilities:
Key Responsibilities
1. Health Safety and Environment: 20 %
a) Must have an awareness level SAPS system processes and be knowledgeable of which elements affect their role.
b) To assist with the management of the HSEQ and security of the Depot ensuring safety, environmental and quality systems are maintained.
c) Attend HSE meetings and training as required to remain competent & informed.
d) Attend monthly emergency drills and other safety talks or meetings.
e) To monitor and report any unsafe conditions and acts to immediate supervisor.
f) Comply with Depot safety procedures and work instructions.
2. Storage and Handling: 25%
a) Take dips and temperature from bulk tanks daily, weekly, monthly or as directed accurately.
b) Carry out visual inspection of rail tank car (RTC)/ road tanker for foreign objects which may compromise safety of staff & depot.
c) To decant RTC’s / road tankers efficiently, safely & promptly on behalf of Puma Energy & OOC as per relevant task procedures.
d) Similarly all road tankers intending to load at a terminal / depot must have a valid Safe Loading Passes (SLP).
e) Ensure that all RTC’s / road tankers are efficiently, safely & promptly loaded on behalf of Puma Energy & OOC as per relevant task procedures .
3. Housekeeping: 25%
a) Inspect valves, couplings & related equipment relevant to road & RTC decanting so that the relevant facility can be maintained in a timely & efficient manner
b) Ensure housekeeping at bulk storage area, especially the RTC decanting, road loading rack, road receiving rack and the yard is maintained at the prescribed standard.
c) Conduct Conduct minor maintenance as per PUMA Guidelines & with guidance from Supervisor.
4. Product Knowledge and Quality Control: 20%
a) To ensure that daily dipping procedures are done in accordance with PUMA Standards as per Operational Guidelines.
b) To ensure that all dipping equipment is tested/checked prior use in accordance with PUMA Standards as per Operational Guidelines.
c) To ensure that all product sampling and testing is done in accordance with PUMA Standards as per Operational Guidelines.
d) To ensure that sample retention is done in accordance with PUMA Standards as per Operational Guidelines.
5. Other: 10%
a) Attend attend to COC customers, contractors and other visitors requiring service, and carry out administrative duties related to these services.
b) COC Fillers are expected to serve calling customers in a friendly, efficient & efficient manner when filling customer’s side tanks as per task procedure.
c) To receive and store products and equipment and the administrative work related to these.
d) To perform any other duties as reasonably requested by the Supervisor / Manager related duties as may be assigned by the supervisor.
Context and Environment
Technical: tanks dipping and record dips/ temperature accurately.
Accuracy - daily, weekly, monthly or as directed accurately and on time dips.
Transaction Adequate depth of product knowledge and handling.
Accountability
Housekeeping _ overall depot
At times report- monitor and report any unsafe conditions and acts immediately to the Depot Supervisor/ Manager
KPI’s – assist and contribute to audit reports (safety, quality, environment and admin), HSEQ stats, transport KPI, stock loss reports.
Qualification Required
Matric, plus any appropriate technical National (N) courses with the Engineering field or Operations related Leanership.
Experience Required
6 months experience in storage and handling, product knowledge in a petrochemical, production or industrial environment.
Skills:
Valid driver’s license or international equivalent is primary will be advantageous
The Depot Operator must be able to understand and implement in HSE legislated standards
English proficiency is primary
Competencies:
Understanding & complying with relevant task procedure applicable to loading & offloading RTC’s & road tankers.
Product quality adherence & understanding
Skillful application of HSE standards
Product knowledge
Reasonable mechanical aptitude in order to diagnose problems which may arise when decanting or filling.
Partnership & team work
Key Relationships and Department Overview:
Internal: Site Team – coordinate with the site team in ensuring that all operations and HSE activities are carried out without flaws.
External: Service providers – Service requests and Other provider related queries.
Security – Emergency response services"
Engineering Manager,53d71aec4644e524,"Job & Company Description:
This industry innovative company are seeking a professional to manage and set direction. The ideal candidate will grow strategy for the Electrical Engineering Discipline within an Engineering and Consulting Team. The ideal candidate will be responsible to oversee the design, installation, commissioning and optimization of machinery and equipment and to pro-actively provide recommendation to customers and other key internal stakeholders.

Education:
BTech / BEng Electrical (ECSA PR. Tech of PR. Eng. a must)

Job Experience & Skills Required:
8 Years’ experience in heavy engineering activities
2-5 years’ experience supervising engineering staff
Excellent knowledge of administrative and management functions such as planning, organizing, coordinating etc.
Process improvement and project management experience
Computer literate on MS Office, Projects, SharePoint or similar ERP system

Apply now!
For more engineering jobs, please visit -Please upload your CV here->

If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.

For more information contact:
Marzaan van der Bank
Recruitment Consultant
087 -"
Engineering Manager,ad3716a9428347ba,"Fitter UG (C2)

Anglo American Platinum, Mototolo Mine

Internal and External Vacancy


Purpose of the role

This role has a 2.9.2 appointment in terms of the MHSA, Act of 1996: Maintain, install and commission engineering components of the machinery and equipment to an agreed standard in the area of responsibility

Work of Role

Achievement of safe production performance levels through the effective maintenance of equipment

Attend and conduct Safety meeting
Conducts and participate in Risk assessments
Allocate tasks to subordinates
Attend to Breakdowns and emergencies as required
Ensure that material, spares and equipment are available as required
Ensure proper and adequate on the job training and coaching is provided to subordinates
Comply to environmental requirements
Exercise judgment with regards to replacement of components
Maintains a high quality of work
Timely and accurate information
Records results of all legal examinations in the appropriate format
Works in a sequence that prioritises work requirements
Completing job cards and description of work and spares used (PM’s)
Performing work to the required standards and specifications
Applying appropriate tools to complete tasks

Good employee relations

Ensuring effective teamwork
Identify potential conflict situations and minimize the implications of possible conflict
Ensure that subordinates have clear work expectations and plans
Conduct on the job induction
Support, coach and participate in the training and development of subordinates and apprentices
Effective two way open communication with subordinates and line supervisor
Report at risk behaviour, incidents and injuries
Interacting with other departments
Advising defects and abnormalities to appropriate supervisor or manager
Recommend employees suitable for career developing

Qualifications & Experience

Grade 10 or Technical Trade Specific N2
Certified Competent as Fitter
Valid driving license code 08
Basic Computer Skills

Physical Requirements

Certificate of fitness


Additional Information:

Anglo American Platinum shall apply the Employment Equity principles as set out in Anglo Platinum’s Employment Equity Policy.
Incomplete CV’s and /or applications will not be considered.
Application will not be considered without a valid copy of the qualification and/or the license required for this role.
Interested Internal candidates can apply as follows: click on EUREKA! / Tools / Job Opportunities / Click on “Search Here”/ Enter the reference number or job title and continue to apply
Interested External candidates can apply as follows: www.angloamerican.com / Careers/ Job Opportunities / Click on Apply/ Job search / Enter the reference number or job title and continue to apply
If you do not hear from the Company within 21 days after the closing of the advert, please consider your application to be unsuccessful.


Fraud Alert! Help us beat fraud.

Anglo American Platinum would never ask you for money in exchange for a job interview. Anglo American Platinum has a formal online recruitment process to advertise vacancies, which provides a unique job number for tracking purposes. Visit AngloAmerican.jobopportunities for more details. Please be cautious of anyone claiming to be from, Anglo American Platinum who makes false job offers, asks for money to participate in an employment process or runs a fake job lottery.

Please contact recruitmentfraud@angloamerican.com if you think you might have received a suspicious email or sms. Report all suspicious activity to your local law enforcement authorities.”"
Analyst,131b42a8e8442ff0,"Ikeja Electric is looking to hire qualified candidates as Senior IT Infrastructure Analyst in Lagos, Nigeria. Role Purpose Responsible for managing the IT services and ensuring all IT KPIs are met in line with ITIL standards. He/She is certified in ITIL foundations v3 or 4 with acute understanding of all aspects of service management and ITIL. Encompasses full knowledge required within the service management specialty area. Typically develops process and procedure documentation that are implemented by self or team. Functions independently with minimal oversight and direction. Provides professional guidance and leadership to peers. Responsibilities Develops relationships with external clients and organisations to assess their technology, support, and security needs Provides client assessments, and pitches IT equipment and service packages during meetings or presentations Offers innovative solutions that meet clients needs while remaining cost effective Manages projects by creating timelines, adhering to budgets, and assigning staff members Establishes client and sales goals, and tracks progress and other metrics Maintains relationships with technology, software, and security vendors Manages and assesses the performance of staff members who specialise in support, sales, and installation Identifies staffing needs and works with human resources colleagues to pursue the hiring process Maintains familiarity with current and upcoming IT equipment, services, and other developments Coordinates troubleshooting, support, and service for equipment and networks when necessary Upholds a sense of customer service and measures client satisfaction Measures operational effectiveness and provides reports to leadership on process compliance and operational activities. Minimum qualifications Bachelors Degree in Information Technology or Computer Science or any other related field; or MBA in information Technology management or related areas. 5 to 8 years experience in IT Service Management Experience with Customer Service, Management, Leadership, Staffing Demonstrated V.3 ITIL foundations understanding. Demonstrated experience in developing process documentation. Demonstrated experience in developing reports and statistics using spreadsheet software. Demonstrated ability to coordinate and facilitate operational meetings. Demonstrated ability to develop workflow diagrams for service management areas. Technical Competencies Computing and User Support Networking Administration Server Administration Disaster Recovery Hardware Configuration Application Support and Maintenance Information Security Expert understanding of each ITIL based Service Support process (Change Mgt., Problem MGT., Incident Mgt, Etc.) Behavioral Competencies Communication and Interpersonal Relations Supervisory/Managerial Skills Problem Solving and Decision Making Managing Resources Business Focus Keen attention to detail Customer-centric"
Analyst,4c30e268858560b1,"Ikeja Electric is looking to hire qualified candidates as Senior IT Infrastructure Analyst Servers and Storage in Lagos, Nigeria. Role Purpose To serve as an IT expert participating in a variety of analytical and technical assignments that include Implementation, administration, support and maintenance of a variety of hardware, software, and network products in an information technology infrastructure environment. This role is split between providing daily operational support for existing infrastructure and Project based work leading to the development and deployment of new infrastructure services. The ideal candidate should also have the patience to communicate with a variety of interdisciplinary teams and users. His/her primary goal will be to ensure that our technology infrastructure runs smoothly and efficiently. Responsibilities Lead and supervise the team Contribute to or lead IT Infrastructure projects within IT Assign work, train and mentor other IT Systems Administrators on hardware and software problem analysis and resolution Ensure all Servers hardware and software are fully operational and take corrective action where necessary Ability to write Windows scripts Administer, configure and manage web servers (IIS, apache, tomcat, jboss) Administer MS Exchange mail servers Maintain and administer domain controllers with MS Active Directory services Monitor, identify, and resolve production capacity, contention, and resource deficiencies Support the annual IT Audits in the delivery of required data and procedures to ensure compliance with established corporate general controls and information security policy. Install system patches and updates Perform hardware and software upgrades Document and improve current IT infrastructure, processes and procedures Implementation, support, monitoring and maintenance of infrastructure software platforms, including but not limited to server operating systems, messaging and database services, reporting platforms, terminal services, VPN, and all other software based systems which provide infrastructure underpinning IT Services. Develop operational, installation, configuration and upgrade documentation for communication systems, hardware, security, storage, software and other computer related systems. Assist in carrying out any duties as requested by the IT Management. Develop expertise to train staff on new technologies Perform software product installation, configuration management, maintenance, testing and documentation of VMware and Microsoft related products Ensure highest level of availability, reliability and performance for virtualization platforms and associated products. Minimum qualifications First degree (M. Tech./B.Sc. in information Technology or Computer Science or any other related field 5+ years experience in hands-on System Administration role with a reputable organization Must have one or more of the following certifications: CompTIA A+, CompTIA Network+, MCP (Microsoft Certified Professional), MCSE or CCNA; Ability to quickly analyze issues and determine best course of action using available resources Experience with Cloud and Virtual Technologies e.g. VMware Strong knowledge of Windows Active Directory & group policy Extensive knowledge of Storage Management and Technologies. Hands-on experience with EMC Storage is a MUST Technical Competencies Backup Administration & Disaster Recovery (Hands-on knowledge of Networker and/or Veeam is a plus) Strong knowledge of configuration, management and maintenance of Windows Server 2012/2016 Microsoft Exchange Server 2013/2016 Extensive experience in Windows, Unix and Linux Administration Knowledge of load balancing and clustering Ability to write Windows/Unix shell scripts Behavioral Competencies Communication and Interpersonal Relations Problem Solving and Decision Making Managing Resources Business Focus Highly self-motivated, self-directed, and attentive to detail Ability to present ideas in business-friendly and user-friendly language"
Analyst,9558234294e958ad,"PRIMARY OBJECTIVE The Associate Vice President (AVP), Finance is a key leadership and executive position within the organization. We are seeking a person, who is a great problem-solver and can add value to Ariks Finance organization. Additionally, this role will provide regular financial reporting to the executive team, responsible for keeping Vendor and Tax accounts up to date. This will be a hands-on, high-profile role with an opportunity to make a significant impact on a rapidly growing company. The ideal candidate will have exceptional analytical skills, a solid understanding of Accounting principles and the aviation industry. PRINCIPAL ACCOUNTABILITIES AND RESPONSIBILITIES Manage the General Ledger and preparing monthly financial statements and forecasts Oversee the preparation of monthly management reports Monitor actual financial results vs. budget, highlighting key variances for management Implement all necessary policies and procedures and improve our internal controls Manage annual audit including writing financial statements and accompanying notes Manages inter-company reporting and consolidation of accounts between them Develops, recommends, implements, monitors, applies, coordinates, and manages the policies and procedures to govern the accounting and reporting for subsidiaries of the company (domestic and international). Prepares monthly, quarterly and annual reports for the Board. Enhances internal controls by ensuring that processes are in place to safeguard cash. Supports the VP Finance in overseeing the accounting department and audit functions. Reviews reports to analyze projections of sales and profit against actual figures, budgeted expenses against final totals, and suggests methods of improving the planning process as appropriate. Analyzes company operations to pinpoint opportunities and areas that need to be reorganized, down-sized, or eliminated. In conjunction with others, studies long-range economic trends and projects company prospects for future growth in overall sales and market share, opportunities for acquisitions or expansion into new disciplines. Estimates requirements for capital. Supports the VP Finance in supervising accounts payable and receivable. Ensures that all personnel that need to use the Companys MIS software are properly trained to use it and have access to their reports. Keeps the companys business licenses compliant in all jurisdictions in which it does business. Assures that the company files timely and accurate tax returns (federal, state, county, city, sales tax, etc.) Prepares policies and procedures, as needed, with regard to audits by various taxing agencies, clients, internal, etc. Assists company legal staff in the defense of litigation through periodic meetings. Maintains all project, discipline, and company-wide financial planning systems, and reporting. Responsible for the company payrolls. Participates in the selection of company-provided employee benefits. Assists senior management with selection of locations for office leases and participates in the financial negotiations for same. Also responsible for tracking lease notice and expiration dates. Trains or assigns training for accounting staff, who are responsible for accounts payable, accounts receivable, and payroll. Monitors performance of the accounting department. Provides prompt and objective coaching and counseling. Responsible for Financial Planning and the development of budgets. Maintains knowledge of activities and plans of operating and administration divisions. Required skills & qualifications Bachelors Degree in Finance or Accounting required. Certified Public Accountant (CPA) or Certified Financial Analyst (CFA) preferred. Masters Degree in Finance or Accounting preferred. A minimum of 15 years of combined accounting and finance including at least 10 years of experience with planning, compliance and reporting activities associated with a publicly-held company. Experience working with a multinational corporation is strongly preferred. Knowledge of IFRS Must be located in Lagos with a minimum 25% to travel among different office locations as required. Demonstrated management and financial skills in dealing with all phases of business operations. Leadership and communications skills to supervise and mentor accounting, and other company staff. Proficiency in MS Office Applications and SAGE ERP other ERP software comparable to Oracle, etc. Must be able to exercise a keen awareness of the legal implications of disclosing material company information; ongoing awareness of trends in senior management's thinking; ongoing familiarity with both industry and company activities; and an ongoing knowledge of stock market and financial trends. Requires excellent financial and business judgment skills confident in business acumen and ability to provide financial and business advice to all levels of management and the Companys Board. Ideal candidate is motivated to work in a fast-paced environment, to move things forward, to meet stringent timelines, and to handle multiple demands simultaneously. Must possess excellent communication and interpersonal skills and the ability to work with a wide range of people with varying degrees of financial exposure. Understanding and articulating the Company's financial position and strategic activities is essential. Independent and creative problem solving skills are required. Ideal candidate will also have broad-based financial background, including experience with financial planning and analysis, forecasting and budgeting. Fluency in English (written and oral). Email to: vacancies@arikair.com"
IT Manager,1cf1ed0c4132b2b1,"Arit of Africa Limited is a worldclass IT Systems Integrator and ICT Infrastructure Solutions Provider established over four decades ago with specialty in the deployment of highend IT systems, solutions and services. We are a customercentric organization providing a range of solutions to meet the demands and challenges of our customer. We have an indepth understanding of the Nigerian market and therefore understand the need to be conversant with the dynamic environmental factors in which the businesses operate, bearing in mind international best practices. Suffice to say we are a glocal (global and local) organization set to provide firstrate services that delight our esteemed customers.
We are recruiting to fill the position below:
Job Position: Assistant Sales Support and Logistics Officer
Job Location: Lagos
Responsibilities & Duties
Documentation of Return Merchandise authorization procedure and ensure affected client receive prompt replacement of items.
Report vendor complain (If any) to your line manager concerning new product & Service.
Effective and efficient delivery of goods to clients and invoice submission
Coordinate and present logistics support to ongoing deliveries
Planning routes and loading scheduling for multi-drop deliveries.
Formulate strategies for minimizing an organization’s logistical costs along the supply chain.
Cultivate and maintain positive business relationships with suppliers, customers.
Carry out any other tasks required by the line manager
Liaise and coordinate with the Stores Section on the monitoring of critical material inputs (local and imported), managing the supply of such.

Requirements
Excellent negotiation and communication skills
Good intuition to make crucial judgment calls
Basic computer skills
Excellent written and verbal communication
Ability to work autonomously
Attention to detail and good organizational skills
An understanding of strong customer service
Have a positive and motivated attitude with an emphatic approach
Show a willingness to learn and develop
Enjoy working in a team environment
Excellent geographical knowledge
Ability to resolve problems
Ability to clearly and concisely express ideas and concepts in written and oral form.
Good interpersonal relationship skills
Confident and smart.
Proven ability to conceptualize, innovate, plan and execute ideas and systems

Education and Experience:
Minimum of Bachelor's degree in Supply-Chain Management, Procurement, Business Administration or similar discipline.
Highly organized and detail-oriented with strong analytical and problem-solving abilities.
Ability to handle confidential and sensitive information with discretion is required.
Ability to work independently, prioritize tasks, meet deadlines and to take initiative.

How to Apply
Interested and qualified candidates should send their Application Letter and CV to: careers@aritofafrica.com clearly indicating the ""Job Title"" as subject of your mail."
IT Manager,a8b6093b0fa23e75,"eRecruiter Nigeria is looking to hire a Receptionist/Front Desk Personnel.


The successful candidate will be tasked with managing the reception, receive guests, maintain proper records of all activities, and support the operational activities of the team on behalf of the company. He/She should understand the concept of starting small and recognize that there will be easy days and tough days hence, must be adaptive and flexible.



Ideal Candidate Must:

Have tertiary Degree (HND/B.Sc).

Reside on the Mainland (For sake of proximity to workplace).

Support the members of the team with operational duties as assigned by the line manager

Make and transfer calls for and to internal personnel, and respond to email enquiries

Be proficient with Microsoft Excel and other MS office applications.

Be articulate, poised and presentable

Have the ability to work under pressure

Have exceptional communication skills and good telephone and e-mail etiquette.

Be young and Smart

Be able to make good judgments and sound decisions

Be proactive in dealing with issues that may arise


Method of Application


Make a 1minute video answering the following questions:

Brief introduction of yourself.

How conversant are you with Microsoft Office Suite?

On a scale of 1 - 10, rate your practical knowledge with Microsoft applications.

Tell us why you are the perfect fit for the role.


Send the video and your CV to rt@erecruiterafrica.com with the job title as the subject of the mail




NOTE: IT IS COMPULSORY TO SEND THE VIDEO ALONG WITH YOUR CV."
